index,날짜,번호,앨범번호,앨범이름,가수,노래제목,장르,좋아요,태그
1524160,20210706,1524160,335848,사람이 그리워서,장사익,봄날은 간다,국악,367,#국악 #도움 #국악음악 #국악탑백
1530555,20210706,1530555,336855,All Time Greatest Hits,Louis Armstrong,La Vie En Rose,재즈,"5,497",#분위기 #Takealook #떼껄룩 #재즈
1536866,20210706,1536866,338439,Love For Sale,Billie Holiday,Blue Moon,재즈,"3,187",#보사노바 #재즈 #윤식당 #여행
1540786,20210706,1540786,339853,97 김영임 회심곡,김영임,회심곡,국악,605,#국악 #도움 #국악음악 #국악탑백
1552114,20210706,1552114,342129,골든 클래식 소품 5집,,차이코프스키 피아노협주곡1번,클래식,"2,047",#추억 #일할때 #까페 #노동요
1556781,20210706,1556781,343048,영인스님 팔양경,영인스님,천지팔양경,종교음악,189,
1561111,20210706,1561111,343843,Not Too Late,Norah Jones,Thinking About You,재즈,"4,976",#까페 #윤식당 #여행 #잔잔한
1574683,20210706,1574683,345254,클래식 음악 명작선 4,Amethyst F,모짜르트 : 피아노 소나타 제16번 K.545 III. Rondo allegretto,클래식,187,#클래식 #잔잔한
1575589,20210706,1575589,345414,드림걸즈 OST,Beyonce,Listen,R&B/Soul,"26,520",#팝 #피아노 #발라드
1579387,20210706,1579387,345797,New York City,"The Peter Malick Group , Norah Jones",New York City,포크/블루스/컨트리,"23,561",#카페음악 #보사노바 #카페 #재즈
1586481,20210706,1586481,346620,"고마워요, 소울메이트: 내가 누군지 알아봐줘서",Be The Voice,Altogether Alone,J-POP,"12,511",#팝 #매장음악 #카페
1590574,20210706,1590574,346986,Corinne Bailey Rae (Special Edition),Corinne Bailey Rae,Like A Star,R&B/Soul,"54,412",#까페 #휴식 #힐링 #잔잔한
1590576,20210706,1590576,346986,Corinne Bailey Rae (Special Edition),Corinne Bailey Rae,Put Your Records On,R&B/Soul,"37,015",#팝 #감성 #팝송
1591162,20210706,1591162,347033,The Essential John Denver,John Denver,"Take Me Home, Country Roads (Remastered)",포크/블루스/컨트리,"13,361",#팝 #추억 #OST
1592995,20210706,1592995,347264,고백하기 좋은 날,윤하 (YOUNHA),비밀번호 486,록/메탈,"44,157",#2000년 #싸이월드 #추억 #노래방
1608706,20210706,1608706,348600,空想美術館 / Kuusou Bijyutsukan (공상미술관),Hisaishi Joe,Summer,뉴에이지,"10,665",#뉴에이지 #공부 #새벽 #독서
1608958,20210706,1608958,348642,예배인도자 컨퍼런스 2006,어노인팅,예배합니다,CCM,"4,667",#찬양 #CCM #CCM탑백
1608974,20210706,1608974,348642,예배인도자 컨퍼런스 2006,어노인팅,모든 상황속에서,CCM,"6,845",#찬양 #CCM #CCM탑백
1615770,20210706,1615770,349217,The Sentimental Chord,SG 워너비,아리랑,R&B/Soul,"26,308",#2000년 #싸이월드 #인기가요 #2000년대
1615772,20210706,1615772,349217,The Sentimental Chord,SG 워너비,한여름날의 꿈 (Feat. 옥주현),R&B/Soul,"28,388",#추억 #노래방 #발라드
1622952,20210706,1622952,350011,Because Of You,Ne-Yo,Because Of You,R&B/Soul,"32,487",#추억 #노래방 #휴식 #힐링
1630033,20210706,1630033,350655,Romance Collection : 10th Anniversary (한국진출10년기념음반),Yuhki Kuramoto,Romance (Reminiscence),뉴에이지,"7,744",#뉴에이지 #집중 #공부 #힐링
1633056,20210706,1633056,350961,쇼팽 : 쇼팽의 음악편지,Peter Nagy,쇼팽 : 즉흥 환상곡,클래식,"5,355",#뉴에이지 #클래식 #비긴어게인2 #여행
1648091,20210706,1648091,352327,Good Girl Gone Bad,Rihanna,Umbrella (Feat. Jay-Z),R&B/Soul,"14,675",#추억 #90년대 #노래방 #00년대
1649188,20210706,1649188,352436,Cheerful Sensibility,FTISLAND (FT아일랜드),사랑앓이,록/메탈,"47,608",#2000년 #싸이월드 #인기가요 #2000년대
1654819,20210706,1654819,352513,The Very Best Of Browneyes,브라운 아이즈,벌써일년,R&B/Soul,"67,692",#추억 #노래방 #발라드
1658609,20210706,1658609,353115,Cooleyhighharmony,Boyz II Men,End Of The Road,R&B/Soul,"8,393",#팝 #추억 #90년대 #Pop
1675751,20210706,1675751,354463,라따뚜이 OST,Camille,Le Festin,포크/블루스/컨트리,"12,916",#달달한 #카페 #OST #영화
1698598,20210706,1698598,355853,Always,BIGBANG,거짓말,랩/힙합,"76,427",#2000년 #싸이월드 #발라드
1721587,20210706,1721587,357176,Boys Like Girls,Boys Like Girls,The Great Escape,록/메탈,"48,753",#아침 #활력 #기분전환 #Pop
1722471,20210706,1722471,357236,O,Damien Rice,The Blower's Daughter,포크/블루스/컨트리,"51,082",#추억 #노래방 #카페 #매장음악
1722472,20210706,1722472,357236,O,Damien Rice,Cannonball,포크/블루스/컨트리,"8,237",#서정적 #새벽 #밤 #여유
1748826,20210706,1748826,359452,Time Note,Oku Hanako,變わらないもの / Kawaranai Mono (변하지 않는 것) ('시간을 달리는 소녀' 삽입곡),J-POP,"23,161",#OST #기분전환 #영화 #회상
1756326,20210706,1756326,360025,Fall In Love With,Olivia Ong,Close To You,J-POP,"16,271",#팝송 #까페 #음색 #잔잔한
1756729,20210706,1756729,360058,Music To Die For,Jeno Jando,베토벤 : 월광 소나타 1악장,클래식,"2,255",#힐링 #클래식 #미술관
1756995,20210706,1756995,360077,"The Wind, The Sea, The Rain",브라운 아이드 소울,My Story,R&B/Soul,"41,483",#2000년 #싸이월드 #이별 #그리움
1781831,20210706,1781831,362324,Back To Black Series - GREATEST HITS VOL.3,Teresa Teng,Tian Mi Mi,월드뮤직,"10,006",#추억 #OST #영화 #회상
1781837,20210706,1781837,362324,Back To Black Series - GREATEST HITS VOL.3,Teresa Teng,Yue Liang Dai Biao Wo De Xin,월드뮤직,"12,681",#새벽 #밤 #추억회상 #OST
1797671,20210706,1797671,366930,하늘 가는길,장사익,찔레꽃,국악,"3,046",#국악 #휴식 #힐링 #국악탑백
1797676,20210706,1797676,366930,하늘 가는길,장사익,님은 먼 곳에,국악,422,#국악 #도움 #국악음악 #국악탑백
1797680,20210706,1797680,366930,하늘 가는길,장사익,봄비,국악,400,#국악 #봄 #휴식 #국악탑백
1798588,20210706,1798588,366925,쾌도 홍길동 OST,태연 (TAEYEON),만약에,OST,"91,843",#2000년 #싸이월드 #추억 #노래방
1811499,20210706,1811499,368730,Lisa Ekdahl Sings Salvadore Poe,Lisa Ekdahl,I Don't Miss You Anymore,재즈,"4,128",#보사노바 #비오는날 #재즈 #재즈보컬
1828604,20210706,1828604,373252,범특서 (範特西) / Fantasy,주걸륜,간단애 (簡單愛),월드뮤직,872,#가을 #비오는날 #독서 #카페에서
1837148,20210706,1837148,374637,예배인도자 컨퍼런스 2007,어노인팅,성령이 오셨네,CCM,"8,316",#찬양 #CCM #CCM탑백
1841180,20210706,1841180,374990,Platinum,Edith Piaf,"Non, Je Ne Regrette Rien",월드뮤직,"3,319",#파리 #아련한 #샹송
1850253,20210706,1850253,376100,"Pieces, Part One",에픽하이 (EPIK HIGH),우산 (Feat. 윤하),랩/힙합,"99,529",#2000년 #싸이월드 #인기가요 #2000년대
1854856,20210706,1854856,376502,My Friend,SG 워너비,라라라,발라드,"79,706",#2000년 #싸이월드 #인기가요 #2000년대
1859346,20210706,1859346,377873,20 20 + 주예무 20년 작품집 / 20 20 + 周禮茂 20年作品集,왕비,몽중인 / 夢中人,월드뮤직,"2,811",#왕가위 #락 #몽환적인
1860403,20210706,1860403,377925,The Passion,Moony,아름다운 나라,클래식,"7,586",#밤하늘 #밤 #통일 #한국적
1868209,20210706,1868209,379755,We Sing. We Dance. We Steal Things.,Jason Mraz,Lucky (Feat. Colbie Caillat),록/메탈,"73,923",#추억 #매장음악 #카페 #발라드
1882828,20210706,1882828,382751,야후! 꾸러기 동요나라 페스티벌,프리즈,당근송,어린이/태교,"1,117",#동요 #추천곡 #어린이 #기분전환
1883446,20210706,1883446,382579,멀어지다,넬 (NELL),기억을 걷는 시간,록/메탈,"137,527",#2000년 #싸이월드 #신비 #비오는날
1888977,20210706,1888977,385861,Viva La Vida Or Death And All His Friends,Coldplay,Viva La Vida,록/메탈,"39,323",#팝 #매장음악 #카페 #기분전환
1889494,20210706,1889494,386157,Good Girl Gone Bad: Reloaded,Rihanna,Take A Bow,R&B/Soul,"7,423",#까페 #봄 #기분UP #기분_좋은_팝
1891264,20210706,1891264,386454,소리엘 20주년 베스트앨범,소리엘,야곱의 축복,CCM,"4,302",#국내ccm #에센셜 #CCM탑백 #CCM
1901869,20210706,1901869,389252,재즈로 연주하는 클래식,Garret Trio,차이코프스키 : 백조의 호수,재즈,319,#재즈 #장르핫트랙 #재즈탑백 #재즈핫트랙
1913501,20210706,1913501,392870,Stand Up (2008 빅뱅 3rd Mini Album),BIGBANG,하루 하루,"댄스, 랩/힙합","78,225",#2000년 #싸이월드 #인기가요 #2000년대
1913633,20210706,1913633,392883,Comme si de rien n'était,Carla Bruni,Tu es ma came,월드뮤직,"3,632",#기분전환 #카페에서 #매장음악
1913637,20210706,1913637,392883,Comme si de rien n'était,Carla Bruni,You belong to me,월드뮤직,"21,573",#팝 #카페 #휴식 #힐링
1922885,20210706,1922885,396269,First Love,Karina,Slow Motion (Album Version),R&B/Soul,"76,052",#팝 #힐링 #휴식
1928055,20210706,1928055,397893,베토벤 바이러스 OST,태연 (TAEYEON),들리나요...,OST,"76,360",#2000년 #싸이월드 #발라드
1944399,20210706,1944399,399659,Sg Wanna Be+,SG 워너비,Timeless,발라드,"94,987",#2000년 #싸이월드 #추억 #2000년대
1956448,20210706,1956448,409951,꽃구경,장사익,이게 아닌데,국악,118,#효리네민박2 #효리네민박 #이효리
1956452,20210706,1956452,409951,꽃구경,장사익,진정 난 몰랐네,국악,225,#국악 #도움 #국악음악 #국악탑백
1956455,20210706,1956455,409951,꽃구경,장사익,달맞이꽃,국악,215,#국악 #도움 #국악음악 #국악탑백
1977250,20210706,1977250,429152,A Good Day,Priscilla Ahn,Dream,포크/블루스/컨트리,"10,544",#팝 #하트시그널 #카페 #하트시그널BGM
1977252,20210706,1977252,429152,A Good Day,Priscilla Ahn,I Don't Think So,포크/블루스/컨트리,"1,554",#팝 #카페 #아침 #상쾌한
2002254,20210706,2002254,449451,Viva La Vida (Prospekt's March Edition),Coldplay,Viva La Vida,록/메탈,"111,119",#팝 #활력 #아침
2017159,20210706,2017159,462853,Halo,Beyonce,Halo,R&B/Soul,"75,106",#묘니3 #까페 #잔잔한
2042304,20210706,2042304,485456,한글원문 천수경,영인스님,반야심경,종교음악,114,#찬불가
2064849,20210706,2064849,29611,클래식 OST,자전거 탄 풍경,너에게 난 나에게 넌,OST,"70,974",#2000년 #싸이월드 #휴식 #힐링
2098915,20210706,2098915,512969,X Singles (Best),X-Japan,Endless Rain,J-POP,"3,044",#추억 #비오는날 #우산 #발라드
2099555,20210706,2099555,513461,Fearless (International Ver.),Taylor Swift,You Belong With Me,포크/블루스/컨트리,"26,700",#하이틴 #감성 #기분전환 #팝송
2117956,20210706,2117956,528351,These Friends Of Mine,Rosie Thomas,Say Hello,포크/블루스/컨트리,"6,423",#팝 #서정적 #카페 #여유
2128353,20210706,2128353,536451,2009 마커스 라이브 워십 (Stand In Awe),마커스,날 향한 계획,CCM,"10,136",#찬양 #CCM #CCM탑백
2128355,20210706,2128355,536451,2009 마커스 라이브 워십 (Stand In Awe),마커스,부르신 곳에서,CCM,"14,845",#국내ccm #에센셜 #CCM탑백 #CCM
2193548,20210706,2193548,583151,Candy Bossa,Lovisa,Desafinado,재즈,"3,100",#새벽 #밤 #Jazz #편안하게
2202565,20210706,2202565,590452,사랑의 배터리,홍진영,사랑의 배터리,트로트,"28,613",#성인가요 #트로트 #숨듣명 #노동요
2214352,20210706,2214352,599252,Beautiful Days,프로젝트 락,난감하네,국악,"1,878",#추억 #국악 #국악탑백 #잔잔한
2226049,20210706,2226049,605252,Cross & Change,FTISLAND (FT아일랜드),바래,록/메탈,"23,673",#2000년 #싸이월드 #추억 #회상
2234180,20210706,2234180,616553,화음,"이생강 , 김광석",섬집아기,국악,266,#세련 #국악 #국악탑백
2255158,20210706,2255158,632858,25th Anniversary: Retrospect,부활,생각이나,록/메탈,"47,444",#2000년 #싸이월드 #이별 #그리움
2264460,20210706,2264460,640855,Yellow,Coldplay,Yellow,록/메탈,"35,179",#팝 #추억 #서정적 #여유
2264744,20210706,2264744,641068,Breakthrough,Colbie Caillat,Rainbow,포크/블루스/컨트리,"1,622",#팝 #카페 #아침 #상쾌한
2267141,20210706,2267141,642864,야후 꾸러기 인기동요 베스트 100,야후 꾸러기,숫자송,어린이/태교,"3,952",#아이들 #육아 #동요
2286952,20210706,2286952,660651,The Blueprint 3,JAY-Z,Empire State Of Mind (Feat. Alicia Keys),랩/힙합,"57,622",#팝 #비오는날 #신비
2312253,20210706,2312253,682952,Hexagonal,리쌍,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",랩/힙합,"108,029",#2000년 #싸이월드 #이별 #그리움
2312860,20210706,2312860,683552,Declaration Of Dependence,Kings Of Convenience,24-25,포크/블루스/컨트리,"8,753",#서정적 #새벽 #여유 #Pop
2312861,20210706,2312861,683552,Declaration Of Dependence,Kings Of Convenience,Mrs. Cold (동서식품 카누(KANU) TV 광고 삽입곡),포크/블루스/컨트리,"12,766",#서정적 #매장음악 #카페 #여유
2318381,20210706,2318381,688654,Playing The Piano,Sakamoto Ryuichi,Merry Christmas Mr. Lawrence,뉴에이지,"31,326",#하트시그널 #뉴에이지 #새벽 #하트시그널BGM
2319548,20210706,2319548,689751,아이리스 OST (Part 1),백지영,잊지 말아요,OST,"53,015",#추억 #이별 #노래방 #그리움
2338552,20210706,2338552,707151,Crazy Love,Michael Buble,Haven't Met You Yet,재즈,"17,076",#아침 #휴식 #힐링 #상쾌한
2359767,20210706,2359767,719021,따뜻한 봄날 꽃구경 (2009년 5월 12일 세종문화회관 공연실황),장사익,꽃구경,국악,744,#국악 #도움 #국악음악 #국악탑백
2359770,20210706,2359770,719021,따뜻한 봄날 꽃구경 (2009년 5월 12일 세종문화회관 공연실황),장사익,이게 아닌데,국악,185,#국악 #도움 #국악음악 #국악탑백
2359772,20210706,2359772,719021,따뜻한 봄날 꽃구경 (2009년 5월 12일 세종문화회관 공연실황),장사익,찔레꽃,국악,"1,999",#국악 #도움 #국악음악 #국악탑백
2359775,20210706,2359775,719021,따뜻한 봄날 꽃구경 (2009년 5월 12일 세종문화회관 공연실황),장사익,대전블루스,국악,506,#국악 #도움 #국악음악 #국악탑백
2359779,20210706,2359779,719021,따뜻한 봄날 꽃구경 (2009년 5월 12일 세종문화회관 공연실황),장사익,님은 먼 곳에,국악,853,#국악 #도움 #국악음악 #국악탑백
2359780,20210706,2359780,719021,따뜻한 봄날 꽃구경 (2009년 5월 12일 세종문화회관 공연실황),장사익,봄날은 간다,국악,"1,822",#국악 #도움 #국악음악 #국악탑백
2359782,20210706,2359782,719021,따뜻한 봄날 꽃구경 (2009년 5월 12일 세종문화회관 공연실황),장사익,동백아가씨,국악,545,#국악 #도움 #국악음악 #국악탑백
2359783,20210706,2359783,719021,따뜻한 봄날 꽃구경 (2009년 5월 12일 세종문화회관 공연실황),장사익,봄비,국악,683,#국악 #도움 #국악음악 #국악탑백
2527421,20210706,2527421,756757,Nobody's Tune - Special Edition (SE Asia version),Hamel,"March, April, May",재즈,"16,706",#팝 #매장음악 #카페
2527422,20210706,2527422,756757,Nobody's Tune - Special Edition (SE Asia version),Hamel,Breezy,재즈,"35,306",#팝 #매장음악 #카페
2531788,20210706,2531788,760554,21st Century Breakdown (Tour Edition),Green Day,Last Night On Earth,록/메탈,"14,124",#zoodasa #배경음악 #주다사 #창작
2576151,20210706,2576151,799358,Ocean Eyes (Deluxe Version),Owl City,Hot Air Balloon (Album Version),일렉트로니카,"6,299",#매장음악 #카페 #아침 #상쾌한
2610672,20210706,2610672,829156,Nothin' On You (Feat. Bruno Mars),B.o.B,Nothin' On You (Feat. Bruno Mars),랩/힙합,"59,726",#팝 #추억 #노래방
2627301,20210706,2627301,842655,시소,뜨거운 감자,고백,"인디음악, 록/메탈","72,947",#사랑 #봄 #노래추천 #잔잔
2642762,20210706,2642762,857554,Le Petit Piano,정재형,사랑하는 이들에게,뉴에이지,"14,676",#공부 #까페 #피아노 #휴식
2650367,20210706,2650367,862952,환골탈태 (換骨奪胎),노라조,형 (兄),록/메탈,"79,078",#새벽 #명곡 #밤 #발라드
2710613,20210706,2710613,916260,올래,장윤정,초혼,트로트,"43,421",#성인가요 #성인음악탑백 #트로트
2727152,20210706,2727152,930451,2010 마커스 라이브 워십,마커스,주님은 산 같아서,CCM,"11,482",#찬양 #CCM #CCM탑백
2728462,20210706,2728462,931351,Recovery,Eminem,Love The Way You Lie (Feat. Rihanna),랩/힙합,"55,552",#추억 #노래방 #까페 #잔잔한
2733249,20210706,2733249,935651,블루브랜드 Trauma Part 2,MC몽,죽을 만큼 아파서 (Feat. 멜로우),랩/힙합,"80,185",#추억의 #싸이월드 #힙합 #랩
2814385,20210706,2814385,107296,Best Of Annees 80,Debut De Soiree,Nuit De Folie,월드뮤직,"1,099",#팝 #추억 #롤러장 #부모님
2926148,20210706,2926148,1013551,Olivia,Olivia Ong,You and Me,재즈,"9,574",#까페 #휴식 #잔잔한
2939095,20210706,2939095,1023955,원모어찬스,원 모어 찬스 (one more chance),널 생각해,"인디음악, 포크/블루스","129,636",#사랑 #달달 #노래추천 #잔잔
2941173,20210706,2941173,1025261,They Oughta Write A Song...,Halie Loren,A Whiter Shade Of Pale,재즈,"9,990",#카페음악 #보사노바 #카페 #재즈
2951700,20210706,2951700,1030195,Ames Room,"영준 (브라운 아이드 소울) , Supreme Team",그땐 그땐 그땐,랩/힙합,"92,612",#추억 #발라드 #드라이브 #느낌있는
2956996,20210706,2956996,1033371,Waltz For Debby [Original Jazz Classics Remasters] (OJC Remaster),Bill Evans Trio,Waltz for Debby (Take 2) (Album Version),재즈,"3,163",#보사노바 #오후 #재즈 #휴식
2960594,20210706,2960594,1035872,가을방학,가을방학,가끔 미치도록 네가 안고 싶어질 때가 있어,포크/블루스,"141,249",#노래추천 #락 #잔잔
2963635,20210706,2963635,1037868,The Band Perry,The Band Perry,If I Die Young,포크/블루스/컨트리,"10,408",#힐링 #묘니3 #휴식
