,날짜,번호,제목,가수,장르,앨범이름,좋아요,플레이리스트,노래_태그,멜론DJ,플레이리스트_번호
0,20210706,31641580,Faure : Dolly Suite Op.56 - III. Le Jardin De Dolly (포레 : 돌리 모음곡 작품번호 56 - 3번. 돌리의 정원),Robert Casadesus,,Casadesus: 3 Danses méditerranéennes - Chabrier: 3 Valses romantiques - Fauré: Dolly Suite (Remastered),1,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,32894783,Liszt : Rhapsodie Espagnole S.254 (리스트 : 스페인 광시곡),Evgeny Kissin,,Carnegie Hall Debut Concert - Highlights,5,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",2149255","Mozart: Fantasia In D Minor, K.397 - Andante-Adagio-Allegretto",Ivo Pogorelich,,"Mozart : Piano Sonatas K.283, K.331 & Fantasy K.397",54,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,"',663710",Debussy : Deux Arabesques L.66 - Arabesque No.1 In E Major - Andantino Con Moto (드뷔시 : 2개의 아라베스크 - 아라베스크 1번 마장조),Balazs Szokolay,,Romantic Piano Favourites Vol.9,16,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",5833578","Saint-Saëns: Le carnaval des animaux, R. 125 - 13. The Swan (Arr. Godowsky)",Shura Cherkassky,,Rubinstein : Piano Concerto No.4 Etc.,63,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,"1',23802",Bach : Goldberg Variations BWV 988 - Aria,Glenn Gould,,Bach : The Goldberg Variations,237,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",2156738","Beethoven : Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -'Moonlight' - 1. Adagio Sostenuto",Daniel Barenboim,,Beethoven: The Piano Sonatas,14,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,21572418,"Schubert: 4 Impromptus, Op. 142, D. 935: No. 3 In B-Flat Major",Wilhelm Backhaus,,"Beethoven, L.Van: Piano Sonatas Nos. 6 And 29, 'Hammerklavier' / Schubert, F.: Impromptu In B-Flat Major, D. 935, No. 3 (Backhaus)",18,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,30114633,Chopin : Ballade No.4 In F Minor Op.52 (쇼팽 : 발라드 4번 바단조 작품번호 52),조성진,,Chopin : Piano Concerto No.1 Ballades (Deluxe),"2,728","클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,32052561,Schumann : Kinderszenen Op.15 - VII. Traumerei (슈만 : 어린이의 정경 작품번호 15 - 7번. 꿈),임동민,,Chopin & Schumann,146,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,32703264,Ravel : Jeux D'eau (라벨 : 물의 유희),Martha Argerich,,마르타 아르헤리치 - 데뷔 리사이틀,37,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",5445536",Bach : Partita No.2 In C Minor BWV.826 - IV. Sarabande (바흐 : 파르티타 2번 다단조 - 4번. 사라방드),David Fray,,Bach : Piano Works,10,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",4046887","쇼팽: 왈츠 7번 올림 다단조, 작품번호 64-2",Vladimir Ashkenazy,,Ashkenazy 50 : Ashkenazy Plays Chopin,262,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,32401783,Chopin : 12 Etudes No.12 In C Minor Op.25 'Ocean' - Allegro Molto Con Fuoco (쇼팽 : 12개의 연습곡 12번 다단조 작품번호 25 '대양'),손열음,,Chopin Etudes,43,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",5428983",Beethoven : Piano Sonata No.26 In E Flat Major Op.81a 'Les Adieux' - I. Adagio-Allegro (베토벤 : 피아노 소나타 26번 내림 마장조 작품번호 81a '고별' - 1악장),HJ Lim (임현정),,Complete Beethoven Piano Sonatas Vol.1,4,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,33082077,Mozart : Piano Sonata No.16 In C Major K.545 'Sonata Facile' - I. Allegro (모차르트 : 피아노 소나타 16번 다장조 '쉬운 소나타' - 1악장. 알레그로),선우예권,,모차르트,50,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,33059116,"Mozart : 12 Variations On 'Ah, Vous Dirai-Je Maman' In C Major K.265 (모차르트 : 반짝 반짝 작은 별 주제에 의한 12개의 변주곡 다장조)",Samson Francois,,"Mendelssohn: Songs Without Words & Rondo capriccioso - Mozart: Variations on ""Ah ! vous dirai-je, maman""",3,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,"',409953",Debussy:: Claire De Lune,David Helfgott,,Brave New World,159,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",4046892","Chopin: Nocturne No. 20 in C-Sharp Minor, Op. posth.",Vladimir Ashkenazy,,Ashkenazy 50 : Ashkenazy Plays Chopin,155,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",2156786","Beethoven : Piano Sonata No.30 In E, Op.109 - 2. Prestissimo",Daniel Barenboim,,Beethoven: The Piano Sonatas,5,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,30140132,Schumann : Fantasiestucke Op.12 - I. Des Abends (슈만 : 서정 소곡집 작품번호 12 - 1번. 아침),Martha Argerich,,마르타 아르헤리치 - 워너 클래식 레코딩 전집 (The Warner Classics Recordings),24,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",7910981","Chopin: Polonaise In A Flat Major, Op.53 (Live)",조성진,,2015 쇼팽 콩쿠르 실황앨범,"9,178","클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,"',683636",Chopin : Ballade No.1 In G Minor Op.23 (쇼팽 : 발라드 1번 사단조 작품번호 23),임동혁 (Dong Hyek Lim),,Piano Recital,786,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,"',683634",Chopin : Scherzo No.2 In B Flat Minor Op.31 (쇼팽 : 스케르초 2번 내림 나단조 작품번호 31),임동혁 (Dong Hyek Lim),,Piano Recital,828,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",2502923",Brahms : Rhapsody In G Minor Op.79 No.2,Martha Argerich,,Steinway Legends - Martha Argerich,3,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",2156752","Beethoven : Piano Sonata No.17 In D Minor, Op.31 No.2 -'Tempest' - 3. Allegretto",Daniel Barenboim,,Beethoven: The Piano Sonatas,39,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",4088804","Liszt: Grandes études de Paganini, S141 - No.3 In G Sharp Minor - ""La Campanella""",Yundi Li,,The Art Of Yundi,300,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",5524174",Liszt : Nocturnes No.3 In A Flat Major Op.62-1 S.541 'Liebestraum' (리스트 : 야상곡 3번 내림 가장조 작품번호 62-1 '사랑의 꿈'),백건우,,Klassiska Masterverk,902,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,32893951,Ravel : Pavane Pour Une Infante Defunte M.19 (라벨 : 죽은 왕녀를 위한 파반느),Samson Francois,,"Ravel : L'oeuvre Pour Piano Vol.1. Pavane Pour Une Infante Defunte, Jeux d'eau, Miroirs",3,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",3607533",Debussy: L'Isle joyeuse,Maurizio Pollini,,20th Century,155,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",4064041",Ravel : Miroirs Suite - IV. Alborada Del Gracioso (라벨 : 거울 모음곡 - 4번. 어릿 광대의 아침 노래),윤아인,,Frist Impression 13 Years Ain Debut - Ain Yoon,44,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",2156714","Beethoven : Piano Sonata No.8 In C Minor, Op.13 -'Pathetique' - 2. Adagio Cantabile",Daniel Barenboim,,Beethoven: The Piano Sonatas,173,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",2502929",Liszt : Piano Sonata In B Minor S.178 - Andante Sostenuto,Martha Argerich,,Steinway Legends - Martha Argerich,1,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",4046879",쇼팽: 왈츠 1번 내림 마장조 작품번호 18 '화려한 대왈츠',Vladimir Ashkenazy,,Ashkenazy 50 : Ashkenazy Plays Chopin,52,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",3671080",Chopin : Nocturne No.2 In E Flat Major Op.9-2 (쇼팽 : 야상곡 2번 내림 마장조 작품번호 9-2),임동혁 (Dong Hyek Lim),,Chopin Recital,614,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,30140143,Ravel : Gaspard De La Nuit M.55 - I. Ondine (라벨 : 밤의 가스파르 - 1번. 물의 요정),Martha Argerich,,마르타 아르헤리치 - 워너 클래식 레코딩 전집 (The Warner Classics Recordings),5,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,33254579,Beethoven : Piano Sonata No.21 In C Major Op.53 'Waldstein' - I. Allegro Con Brio (베토벤 : 피아노 소나타 21번 다장조 작품번호 53 '발트슈타인' - 1악장),Arthur Rubinstein,,Beethoven : 'Waldstein' & 'Pathetique' & 'Appassionata' (베토벤 : '발트슈타인' & '비창' & '열정'),2,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,33254580,Beethoven : Piano Sonata No.21 In C Major Op.53 'Waldstein' - II. Introduzione. Adagio Molto (베토벤 : 피아노 소나타 21번 다장조 작품번호 53 '발트슈타인' - 2악장),Arthur Rubinstein,,Beethoven : 'Waldstein' & 'Pathetique' & 'Appassionata' (베토벤 : '발트슈타인' & '비창' & '열정'),0,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,33254581,Beethoven : Piano Sonata No.21 In C Major Op.53 'Waldstein' - III. Rondo. Allegretto Moderato (베토벤 : 피아노 소나타 21번 다장조 작품번호 53 '발트슈타인' - 3악장),Arthur Rubinstein,,Beethoven : 'Waldstein' & 'Pathetique' & 'Appassionata' (베토벤 : '발트슈타인' & '비창' & '열정'),2,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",8050431",Ravel : La Valse (라벨 : 왈츠),손열음,,모던 타임즈 (Modern Times),385,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,05713306,"Toccata in D Major,  BWV 912",신창용 (Changyong Shin),,"Piano Recital: Shin, Chang-Yong - BACH, J.S. / MOZART, W.A. / HAYDN, J. / BEETHOVEN, L. van",27,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,32465794,Satie : Gymnopedie No.1 - Lent Et Douloureux (사티 : 짐노페디 1번),백건우,,Kun Woo Paik: The Early Recordings (백건우 초기 레코딩 작품집),78,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",3607528","Debussy: Préludes / Book 1, L.117 - 8. La fille aux cheveux de lin",Maurizio Pollini,,20th Century,13,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",7910966","Chopin: 24 Préludes, Op.28 - 15. In D-Flat Major (Live)",조성진,,2015 쇼팽 콩쿠르 실황앨범,"2,328","클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",7910976","Chopin: Nocturne In C Minor, Op.48 No.1 (Live)",조성진,,2015 쇼팽 콩쿠르 실황앨범,"3,884","클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,"',683635",Chopin : Nocturne No.8 In D Flat Major Op.27-2 (쇼팽 : 야상곡 8번 내림 라장조 작품번호 27-2),임동혁 (Dong Hyek Lim),,Piano Recital,422,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,"',683637",Chopin : Etude No.1 In C Major Op.10-1 'Triumph' (쇼팽 : 연습곡 1번 다장조 작품번호 10-1 '승리'),임동혁 (Dong Hyek Lim),,Piano Recital,440,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,",4046898","Chopin: Impromptu No.1 in A Flat, Op.29",Vladimir Ashkenazy,,Ashkenazy 50 : Ashkenazy Plays Chopin,24,"클래식이 듣고 싶어, 인생 피아노 연주",#피아노 #클래식 #감미로운 #감성 #연주곡 #명곡 #아름다운 #베토벤 #슈만 #쇼팽,AliceK,422918042
0,20210706,"',630054",On Fire,Michel Camilo,,On Fire,187,의욕을 돋우는 열정적인 라틴 피아노,#의욕 #열정 #기분전환 #라틴 #재즈 #피아노 #운동 #청소 #출근 #에너지,BLUE.Aurora,488428261
0,20210706,32564003,Desafinado,Eliane Elias,,Eliane Elias Plays Jobim,2,의욕을 돋우는 열정적인 라틴 피아노,#의욕 #열정 #기분전환 #라틴 #재즈 #피아노 #운동 #청소 #출근 #에너지,BLUE.Aurora,488428261
0,20210706,01846907,Tico Tico no Fuba,Gilson Peranzzetta,,Tributo a Oscar Peterson,4,의욕을 돋우는 열정적인 라틴 피아노,#의욕 #열정 #기분전환 #라틴 #재즈 #피아노 #운동 #청소 #출근 #에너지,BLUE.Aurora,488428261
0,20210706,06843080,Wave,Arturo O'Farrill,,Jazz For A Day At The Beach,1,의욕을 돋우는 열정적인 라틴 피아노,#의욕 #열정 #기분전환 #라틴 #재즈 #피아노 #운동 #청소 #출근 #에너지,BLUE.Aurora,488428261
0,20210706,",1451916",No Hay Parqueo (feat. Gary Hoey & David Garfield),Gregg Bissonette,,Submarine,10,의욕을 돋우는 열정적인 라틴 피아노,#의욕 #열정 #기분전환 #라틴 #재즈 #피아노 #운동 #청소 #출근 #에너지,BLUE.Aurora,488428261
0,20210706,",4713558",Blue Bossa,Eddie Higgins Trio,,You Are Too Beautiful,"3,338",의욕을 돋우는 열정적인 라틴 피아노,#의욕 #열정 #기분전환 #라틴 #재즈 #피아노 #운동 #청소 #출근 #에너지,BLUE.Aurora,488428261
0,20210706,",1874256",Quiet Nights Of Quiet Stars (Corcovado),The Oscar Peterson Trio,,We Get Requests,844,의욕을 돋우는 열정적인 라틴 피아노,#의욕 #열정 #기분전환 #라틴 #재즈 #피아노 #운동 #청소 #출근 #에너지,BLUE.Aurora,488428261
